id,id_questao_origem,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,ha_imagem,comentario,simulado_numero
162,[204390],Mercado Financeiro e Economia,Pode-se aﬁrmar que uma opção de compra está out of the money quando o preço do ativo-objeto no mercado é:,menor que o preço de exercício.,maior que o preço de exercício.,menor que o preço a termo.,maior que o preço a termo. 40,A,NAO,,3
163,[303313],Produtos e Investimentos,O gráﬁco abaixo representa qual tipo de operação com os derivativos?,Long Straddle,Long Strangle,Short Butterﬂy,Box de 4 pontas,B,SIM,,3
164,[303315],Produtos e Investimentos,"Sabendo que faltam 123 dias corridos (85 dias uteis) para o vencimento do contrato futuro de dólar, que a taxa spot do dólar está em R$ 3,18, o cupom cambial em 6,00% ao ano e a taxa livre de risco brasil em 11,25% ao ano, qual o valor do forward do dólar?","R$ 3,23","R$ 3,25","R$ 3,27","R$ 3,30",A,NAO,,3
165,[303316],Produtos e Investimentos,"Um gestor decidiu fazer um hedge na carteira do fundo de investimentos de ações, vendendo 10 contratos de índice futuro de Ibovespa a 48.000 pontos. Após dois meses, ele recompra seus contratos a 69.000 pontos. Sabendo que cada ponto equivale R$ 1,00, podemos aﬁrmar que este fundo de investimentos:","Pagou R$ 210.000,00","Recebeu R$ 210.000,00","Pagou R$ 21.000,00","Recebeu R$ 21.000,00 41",A,NAO,,3
166,[204116],Produtos e Investimentos,"Em relação ao COE (Certiﬁcado de Operações Estruturadas), os documentos que são obrigatórios são:",OBRIGATÓRIO // NÃO OBRIGATÓRIO,OBRIGATÓRIO // OBRIGATÓRIO,NÃO OBRIGATÓRIO // OBRIGATÓRIO,NÃO OBRIGATÓRIO // NÃO OBRIGATÓRIO,B,SIM,,3
167,[104158],Produtos e Investimentos,"Um investidor deseja investir os recursos que recebeu de herança. Diante disso, um planejador ﬁnanceiro lhe explicou que:","Debêntures com garantia real possuem proteção de até R$ 40.000.000,00 pelo Fundo Garantidor de Crédito (FGC).","Letras de Crédito Imobiliário possuem isenção ﬁscal e garantia do lastro imobiliário, mas não possuem proteção do Fundo Garantidor de Crédito (FGC).","Debêntures incentivadas possuem isenção ﬁscal e possuem proteção do Fundo Garantidor de Crédito (FGC) até o limite de R$ 250.000,00.","Debêntures incentivadas possuem isenção ﬁscal, mas não possuem proteção do Fundo Garantidor de Crédito (FGC).",D,NAO,,3
168,[105127],Sistema Financeiro e Regulação,"Segundo a Comissão de Valores Mobiliários (CVM), a classe de cotas que permite ao investidor conhecer o valor da cota no momento de sua aplicação é a:",Multimercado,Ações,Cambial,Renda ﬁxa,D,NAO,,3
169,[105145],Produtos e Investimentos,"Sobre a cessão de cotas de fundos de investimentos, pode-se aﬁrmar que as cotas de um fundo com classe:","Aberta podem ser transferidas, mediante termo de cessão e transferência, assinado pelo cedente e pelo cessionário.",Aberta podem ser transferidas através de bolsa de valores ou entidade de balcão organizado em que as cotas do fundo sejam negociadas.,"Aberta não podem ser objeto de cessão ou transferência, salvo por decisão judicial, execução de garantia ou sucessão universal.","Fechada não podem ser objeto de cessão ou transferência, em hipótese alguma. 42",C,NAO,,3
170,[105327],Produtos e Investimentos,"Em regra geral, a cobrança de taxa de performance é vedada nos fundos de investimentos ﬁnanceiros tipiﬁcados como:",Renda ﬁxa; Cambial; Ações; e Multimercado.,Renda ﬁxa crédito privado; Cambial; e Multimercado.,Renda ﬁxa curto prazo; Renda ﬁxa simples; e Renda ﬁxa longo prazo.,Renda ﬁxa curto prazo; Renda ﬁxa simples e Renda ﬁxa referenciado.,D,NAO,,3
171,[105341],Produtos e Investimentos,"Um Fundo de Investimento de Renda Fixa adquiriu para a sua carteira um lote de Nota do Tesouro Nacional série B (NTN-B), com vencimento em 15/05/2020. Sobre o conceito denominado marcação a mercado, um especialista em investimento explicará ao seu diente que se: I – o fundo permanecer com esse título em sua carteira até o vencimento, a sua rentabilidade reﬂetirá a taxa de juros acordada na aquisição, caso os recebimentos de cupom sejam reinvestidos pela mesma taxa de aquisição. II – ocorrer queda na Taxa Selic, esse título poderá ter seu cupom desvalorizado. III – a taxa de juros de mercado estiver sendo negociada acima da taxa de juros na data de aquisição, a cota do fundo poderá apresentar rentabilidade negativa. Está correto o que se aﬁrma em","I e III, apenas.","I, II e III.","II e III, apenas.",I e II apenas.,A,NAO,,3
172,[105320],Produtos e Investimentos,"Em relação às diferentes modalidades dos fundos de investimentos, as classes",de fundos de renda ﬁxa não podem adquirir ativos no exterior.,"exclusivas são voltados para um segmento de mercado, como empresas do segmento de energia elétrica.",fechadas são aqueles em que os cotistas podem resgatar suas cotas a qualquer momento.,de fundos de ações podem comprar cotas de outros fundos.,D,NAO,,3
173,[205103],Produtos e Investimentos,"Em relação a um Fundo de Investimento em Cotas de Direitos Creditórios (FIC-FIDC), podemos aﬁrmar que investem em Fundos de Investimento em Direitos Creditórios (FIDCs) no mínimo:",50%,67%,90%,95% 43,B,NAO,,3
174,[205203],Produtos e Investimentos,"Analisando o gráﬁco abaixo, entre o Fundo A, Fundo B e o benchmark (CDI) podemos aﬁrmar que:",O Fundo A é passivo e superou o seu benchmark em todos os meses.,O Fundo B é passivo e superou o seu benchmark em todos os meses.,O Fundo A é ativo e superou o seu benchmark no acumulado.,O Fundo B é passivo e seu tracking error é próximo de zero.,C,SIM,,3
175,[205369],Produtos e Investimentos,"Em um Fundo de Investimento em Direitos Creditórios (FIDC): I – As cotas subordinadas possuem maiores riscos, caso os créditos não sejam performados. II – São exigidos ratings (classiﬁcação de risco de agências de risco de mercado) apenas para as cotas sêniores. III – As cotas sêniores possuem prioridade para ﬁns de pagamento de amortização e resgates. Está correto o que se aﬁrma em:","I, apenas.","II, apenas.","I e III, apenas.","II e III, apenas.",C,NAO,,3
176,[205307-A],Sistema Financeiro e Regulação,"Com relação às modalidades de fundos de investimento deﬁnidos pela CVM, os fundos:",de índice ou ETFS (Exchange Traded Funds) podem operar alavancados.,de investimento multimercados não permitem a cobrança da taxa de performance.,"de Renda Fixa Simples dispensam, o investidor, da assinatura do termo de adesão.",de investimento imobiliário são constituídos na forma de condomínio aberto. 44,C,NAO,,3
177,[304302],Produtos e Investimentos,"Um investidor deseja realizar uma aplicação de R$ 5.000.000,00 em fundo de capital protegido durante quatro meses. Esse produto, oferece ao investidor 3 opções de retorno de acordo com os seguintes cenários:","R$ 183.000,00","R$ 201.300,00","R$ 950.000,00","R$ 1.100.000,00",B,SIM,,3
178,[304512],Produtos e Investimentos,"Antônio, 70 anos de idade, há muitos anos atrás, investiu R$ 1.000.000,00 em ações na bolsa de valores, que hoje valem R$ 5.000.000,00. Estas ações possuem um retorno dos dividendos aproximado em 2% ao ano. Ele também possui títulos de renda ﬁxa (LCI e LCA) no valor de R$ 3.000.000,00. Durante a reunião com seu assessor de investimentos, ele comenta que possui um custo de vida de R$ 25.000,00 por mês e que gostaria que seu patrimônio fosse gerido através de uma estratégia passiva (Buy and Hold) para arcar com seu custo de vida. Além disso, gostaria de minimizar os impactos dos impostos gerados pela venda dos ativos e também que se tivesse um baixo custo na estruturação dos serviços prestados. Diante dessas informações, o proﬁssional deveria recomendar:","transferir todos os ativos para um fundo de ações próprio, pois o fundo teria mais de 67% em ações, o que não causaria a cobrança do come-cotas.","constituir um FIE com todos os ativos, pois os planos de previdência possuem benefícios ﬁscais com os regimes tributários progressivos ou regressivos.","transferir das ações para uma Carteira Administrada e os ativos de renda ﬁxa, para um fundo exclusivo fechado, o que evitaria a cobrança do come-cotas.","constituir uma Carteira Administrada, pois o investidor se beneﬁciará das isenções ﬁscais da LCI e da LCA e das vendas de ações até o limite de R$ 20.000,00.",D,NAO,,3
179,[205512],Produtos e Investimentos,Em relação aos ETF de renda variável (ações) negociados na B3:,"É isento para pessoa física para alienações de até R$ 20.000,00.",O investidor é o responsável pelo recolhimento do IR via DARF até o último dia do mês seguinte.,"A instituição ﬁnanceira é a responsável pelo recolhimento total do IR, sendo ele na fonte.","O IR é cobrado tanto no resgate, quanto nos meses de maio e novembro, através do chamado come-cotas. 45",B,NAO,,3
180,[105626],Sistema Financeiro e Regulação,"Se houver desenquadramento dos limites de investimento das carteiras dos fundos, o Administrador Fiduciário deve formalizar essa situação: I – à Anbima e à CVM (Comissão de Valores Mobiliários), enviando a esses órgãos o compromisso de reenquadramento em até um dia útil. II – ao Gestor de Recursos, que deve reenquadrar o fundo em até um dia útil. III – ao Gestor de Recursos para que este diligencie pelo reenquadramento da carteira da classe no melhor interesse dos cotistas. De acordo com as Regras e Procedimentos associadas ao Código Anbima de Administração de Recursos de Terceiros, está correto o que se aﬁrma em:","I e II, apenas.","II e III, apenas.","III, apenas.","I, II e III.",C,NAO,,3
181,[106311],Produtos e Investimentos,"Um senhor com 60 anos quer contratar um Plano complementar de previdência, realizando um aporte único e desejando obter uma renda vitalícia. Esse plano de previdência:","pode ser contratado, indiferentemente do plano de previdência escolhido, pois os mesmos não possuem limite de idades.","não pode ser contratado, pois a idade do investidor ultrapassa a idade máxima para tal investimento.","pode contratar, tendo em vista que é renda vitalícia.",depende do tipo de plano contratado.,A,NAO,,3
182,[106366],Produtos e Investimentos,"Um investidor pretende transformar o valor acumulado do seu plano de previdência complementar em uma renda e ao questionar seu especialista de investimentos sobre o que ocorrerá com sua reserva, ouviu: “A reserva acumulada passa ser de propriedade da seguradora, que lhe garantirá uma renda mensal. Essa reserva será investida e se seu retorno ﬁnanceiro real for maior do que o valor pago em forma de renda, a seguradora lhe repassará um percentual desse retorno sob a forma de aumento no valor do seu benefício.” Com base exclusivamente nas informações, a explicação refere-se ao conceito de",juro atuarial.,excedente ﬁnanceiro.,tábua biométrica.,atualização monetária do beneﬁcio.,B,NAO,,3
183,[106368],Produtos e Investimentos,"Um investidor deseja aplicar seus recursos em um plano de previdência complementar do tipo Plano Gerador de Benefício Livre (PGBL), escolhendo um fundo de investimentos especialmente constituído (FIE) de renda ﬁxa pós-ﬁxada. Desta forma, podemos aﬁrmar que, durante a fase de contribuição, o investidor assumirá o risco de",crédito da seguradora proprietária do plano e de mercado dos ativos que compõem a carteira do FIE.,"mercado dos ativos que compõem a carteira do FIE para o plano, apenas.",crédito do administrador do plano e o de mercado dos ativos que compõem a carteira do FIE do plano.,"Crédito de seguradora proprietária do plano, apenas. 46",A,NAO,,3
184,[106602],Produtos e Investimentos,"Um cliente possui um PGBL com tábua atuarial AT-2000. Analisando o plano do cliente, um proﬁssional CFP® deveria recomendar migrar para outro plano desde que o plano possua:","maior taxa de administração, menor taxa de carregamento e desde que consiga migrar para uma tabua mais antiga.","menor taxa de administração, menor taxa de carregamento e consiga pelo menos manter a mesma tábua atuarial.","mesma taxa de administração, tábua mais recente e menor taxa de carregamento.","menor taxa de administração, menor taxa de carregamento e obrigatoriamente migre para uma tábua atuarial mais antiga.",B,NAO,,3
185,[305204],Mercado Financeiro e Economia,"Um investidor deseja se aposentar daqui a 20 anos com uma renda perpétua de R$ 20.000,00 por mês. Considerando taxa de juros de 0,5% ao mês por um período indeﬁnido, para que ele possa atingir seu objetivo, ele deveria fazer um aporte único na data de hoje no valor aproximado de:","R$ 12.084,00","R$ 120.838,00","R$ 1.208.385,00","R$ 4.000.000,00",C,NAO,,3
186,[305405],Mercado Financeiro e Economia,"Um cliente deseja fazer uma aplicação em previdência de R$ 100.000,00 em aporte único e pretende mantê-lo por 10 anos. Ele consulta um consultor sobre os melhores planos do mercado em taxa de carregamento na saída e taxa de administração ﬁnanceira (TAF). Considerando um rendimento bruto anual de 8%, qual dos planos abaixo, representa a melhor opção para investimento?",Plano A,Plano B,Plano C,Plano D,D,SIM,,3
